FileName;IBS;CFS;CFS without Floor and Walls;VCIS;NCIS;TotalElementsCount;Error;PipelineDurationSeconds;Module1_Name;Module1_Duration_s;Module1_PromptTokens;Module1_CompletionTokens;Module1_TotalTokens;Module2_Name;Module2_Duration_s;Module2_PromptTokens;Module2_CompletionTokens;Module2_TotalTokens;Module3_Name;Module3_Duration_s;Module3_PromptTokens;Module3_CompletionTokens;Module3_TotalTokens;Module4_Name;Module4_Duration_s;Module4_PromptTokens;Module4_CompletionTokens;Module4_TotalTokens;Module5_Name;Module5_Duration_s;Module5_PromptTokens;Module5_CompletionTokens;Module5_TotalTokens
output_classroom_easy_withValidator_o4-mini_2025-05-17_16-51-36;89,47369;84,21053;83,78378;96,27389;91,70187;38;;1739,177;master_planner;6,075;1157;381;1538;game_objects_size_module;81,924;870;8286;9156;relation_module;123,201;1494;12338;13832;object_placement_module;161,449;19470;14178;33648;wall_validator_module;65,184;10274;5483;15757;collision_validator_module;247,776;10216;19743;29959;realign_module;244,352;11232;21722;32954;wall_validator_module;39,295;9178;3252;12430;collision_validator_module;299,097;9120;31061;40181;realign_module;156,219;9882;15229;25111;json_converter;92,614;7654;9174;16828
output_classroom_easy_withValidator_o4-mini_2025-05-17_16-52-51;21,21212;45,45454;69,56522;91,48763;97,50565;33;;1821,970;master_planner;7,350;1157;362;1519;game_objects_size_module;97,568;666;9235;9901;relation_module;111,083;1608;12667;14275;object_placement_module;595,822;12255;28064;40319;wall_validator_module;27,561;10988;2100;13088;collision_validator_module;150,861;10930;13283;24213;realign_module;218,865;11929;19347;31276;wall_validator_module;41,275;5439;4012;9451;collision_validator_module;123,375;5381;10730;16111;realign_module;110,091;5547;12209;17756;json_converter;81,842;7559;9485;17044
output_classroom_easy_withValidator_o4-mini_2025-05-17_16-59-26;61,33333;64;69,56522;99,21854;99,11285;75;;2210,346;master_planner;6,311;1157;399;1556;game_objects_size_module;111,841;951;9928;10879;relation_module;201,768;1982;14060;16042;object_placement_module;878,771;21321;20311;41632;wall_validator_module;28,951;10610;2800;13410;collision_validator_module;208,341;10552;22165;32717;realign_module;162,339;11093;18260;29353;wall_validator_module;36,738;9510;4017;13527;collision_validator_module;107,571;9452;11290;20742;realign_module;137,540;9618;15940;25558;json_converter;139,371;11903;14026;25929
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-21-31;61,33333;64;69,56522;99,21854;99,11285;75;;430,771;master_planner;5,478;1164;373;1537;game_objects_size_module;71,546;818;7304;8122;relation_module;67,956;1342;9450;10792;object_placement_module;127,809;18744;11366;30110;json_converter;74,349;7802;7273;15075
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-22-08;52,83019;49,0566;83,33334;94,3437;98,0336;53;;467,921;master_planner;6,211;1164;434;1598;game_objects_size_module;43,336;996;5398;6394;relation_module;73,424;1294;8552;9846;object_placement_module;163,095;18849;14498;33347;json_converter;73,211;11003;7421;18424
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-22-17;55,35714;5,357143;64,70588;93,82562;99,33253;56;;476,555;master_planner;5,991;1164;414;1578;game_objects_size_module;74,021;562;10353;10915;relation_module;60,939;2529;7609;10138;object_placement_module;113,255;20833;9633;30466;json_converter;84,019;7785;8526;16311
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-23-06;57,44681;17,02128;85,36585;78,39555;97,77222;47;;526,352;master_planner;5,274;1164;360;1524;game_objects_size_module;39,486;679;5781;6460;relation_module;103,219;1508;11255;12763;object_placement_module;155,585;18495;14148;32643;json_converter;112,343;10337;10108;20445
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-26-08;50,90909;0;34,69388;92,3382;98,85681;55;;708,471;master_planner;5,269;1164;367;1531;game_objects_size_module;84,040;618;11793;12411;relation_module;51,346;1741;7613;9354;object_placement_module;242,058;18926;23592;42518;json_converter;208,546;7745;12660;20405
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-39-10;55,31915;59,57447;95,12195;95,43803;98,73653;47;;523,154;master_planner;7,613;1164;368;1532;game_objects_size_module;64,870;672;9109;9781;relation_module;65,953;1460;9147;10607;object_placement_module;220,167;18920;23339;42259;json_converter;76,515;9758;7071;16829
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-40-15;9,803922;11,76471;78,26087;86,49133;98,15981;51;;587,802;master_planner;7,731;1164;371;1535;game_objects_size_module;64,567;682;9011;9693;relation_module;64,170;1733;8152;9885;object_placement_module;231,288;19155;24619;43774;json_converter;89,711;10440;9497;19937
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-40-32;62,06897;29,31034;92,30769;96,45236;99,4755;58;;605,303;master_planner;7,438;1164;355;1519;game_objects_size_module;79,293;1032;9974;11006;relation_module;86,079;1891;11709;13600;object_placement_module;127,656;19388;10573;29961;json_converter;121,530;10928;13289;24217
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-41-04;50,87719;17,54386;68,62745;92,75719;97,46935;57;;637,262;master_planner;7,731;1164;379;1543;game_objects_size_module;63,260;774;7356;8130;relation_module;128,009;1751;13769;15520;object_placement_module;176,130;11874;17166;29040;json_converter;112,706;12036;10558;22594
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-42-34;57,89474;10,52632;42,30769;92,70921;98,63446;57;;727,522;master_planner;7,818;1164;379;1543;game_objects_size_module;94,486;613;11344;11957;relation_module;43,743;1684;6137;7821;object_placement_module;203,143;18580;21193;39773;json_converter;90,113;11071;9749;20820
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-50-17;50;58;86,36364;96,08223;97,67196;50;;505,516;master_planner;6,560;1164;373;1537;game_objects_size_module;74,573;748;9888;10636;relation_module;111,858;1387;14229;15616;object_placement_module;114,253;19088;11070;30158;json_converter;89,667;7549;9722;17271
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-50-26;61,22449;57,14286;62,7907;97,81995;97,80061;49;;515,340;master_planner;6,541;1164;356;1520;game_objects_size_module;57,032;660;7665;8325;relation_module;104,089;1490;12205;13695;object_placement_module;189,111;19210;21147;40357;json_converter;81,794;10458;9579;20037
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-50-55;53,06123;26,53061;67,44186;92,71465;98,65272;49;;543,495;master_planner;6,827;1164;365;1529;game_objects_size_module;55,610;713;4661;5374;relation_module;96,511;1333;10107;11440;object_placement_module;168,285;18183;18884;37067;json_converter;152,697;9906;11731;21637
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-50-57;53,06123;26,53061;67,44186;92,71465;98,65272;49;;544,677;master_planner;6,721;1164;356;1520;game_objects_size_module;107,253;936;10819;11755;relation_module;74,419;1904;8791;10695;object_placement_module;155,902;18804;16717;35521;json_converter;91,523;10266;7932;18198
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-51-19;6,25;18,75;68,96552;95,74326;99,00169;64;;567,345;master_planner;6,053;1164;336;1500;game_objects_size_module;74,334;856;6552;7408;relation_module;80,312;1594;9714;11308;object_placement_module;166,404;19483;17013;36496;json_converter;92,598;12104;11765;23869
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-52-37;43,85965;14,03509;37,2549;90,20699;97,77326;57;;645,435;master_planner;7,064;1164;388;1552;game_objects_size_module;56,721;792;7314;8106;relation_module;103,987;1786;12128;13914;object_placement_module;245,866;19628;26010;45638;json_converter;104,324;11166;12440;23606
output_classroom_medium_withoutValidator_o4-mini_2025-05-22_00-53-01;61,81818;67,27273;89,79592;97,80953;97,83491;55;;669,356;master_planner;5,785;1164;321;1485;game_objects_size_module;35,275;736;4237;4973;relation_module;111,017;1555;14058;15613;object_placement_module;259,718;19106;28152;47258;json_converter;131,711;10877;11042;21919
output_classroom_medium_withValidator_o3_2025-05-19_23-42-24;57,14286;57,14286;90,69768;96,01593;99,08905;49;;1069,165;master_planner;5,090;1164;358;1522;game_objects_size_module;30,320;905;3750;4655;relation_module;77,172;1853;9693;11546;object_placement_module;112,279;18779;9043;27822;wall_validator_module;53,126;8009;4460;12469;collision_validator_module;91,978;7951;10575;18526;realign_module;63,685;8196;6756;14952;wall_validator_module;93,232;7181;7154;14335;collision_validator_module;203,908;7123;20510;27633;realign_module;82,984;7811;9562;17373;json_converter;89,155;9324;9242;18566
output_classroom_medium_withValidator_o3_2025-05-19_23-43-12;54,16667;22,91667;92,68293;97,75003;99,75593;48;;1116,945;master_planner;4,683;1164;315;1479;game_objects_size_module;84,955;950;9954;10904;relation_module;50,132;2157;5560;7717;object_placement_module;163,323;18380;10441;28821;wall_validator_module;28,523;8000;2062;10062;collision_validator_module;124,608;7942;15388;23330;realign_module;143,629;8277;15202;23479;wall_validator_module;13,151;6943;1442;8385;collision_validator_module;117,669;6885;11075;17960;realign_module;112,855;6868;13513;20381;json_converter;112,000;9070;9929;18999
output_classroom_medium_withValidator_o3_2025-05-19_23-45-35;56,45161;58,06452;75;96,90567;99,34738;62;;1259,394;master_planner;4,768;1164;356;1520;game_objects_size_module;75,061;574;7364;7938;relation_module;45,760;1219;5004;6223;object_placement_module;242,944;18572;18297;36869;wall_validator_module;30,217;8766;2355;11121;collision_validator_module;99,264;8708;12087;20795;realign_module;87,827;11342;9826;21168;wall_validator_module;72,730;8713;5428;14141;collision_validator_module;197,519;8655;19602;28257;realign_module;162,391;8779;17714;26493;json_converter;105,727;10882;11221;22103
output_classroom_medium_withValidator_o3_2025-05-19_23-47-40;16,98113;66,03773;76,59574;96,29585;96,87495;53;;1384,991;master_planner;5,342;1164;374;1538;game_objects_size_module;63,763;883;7370;8253;relation_module;94,957;1336;10000;11336;object_placement_module;138,879;18948;12395;31343;wall_validator_module;33,428;8751;2865;11616;collision_validator_module;99,831;8693;12759;21452;realign_module;143,145;9828;15279;25107;wall_validator_module;38,797;7656;5103;12759;collision_validator_module;197,931;7598;18271;25869;realign_module;92,019;8650;11018;19668;json_converter;128,039;9964;11921;21885
output_classroom_medium_withValidator_o3_2025-05-19_23-47-42;-1;-1;-1;-1;-1;0;Error;1387,605;master_planner;5,095;1164;372;1536;game_objects_size_module;52,971;835;6141;6976;relation_module;83,131;1397;11004;12401;object_placement_module;253,187;18873;16489;35362;wall_validator_module;95,702;9897;7125;17022;collision_validator_module;123,653;9839;13492;23331;realign_module;48,259;9768;3369;13137;wall_validator_module;81,390;1887;11464;13351;collision_validator_module;59,931;1829;7682;9511;realign_module;81,583;2484;9095;11579;json_converter;29,606;3804;2532;6336
output_classroom_medium_withValidator_o3_2025-05-19_23-48-58;54,34783;60,86956;72,5;94,71733;99,17616;46;;1464,126;master_planner;6,012;1164;384;1548;game_objects_size_module;103,908;845;11607;12452;relation_module;56,430;2067;7722;9789;object_placement_module;157,330;19333;11592;30925;wall_validator_module;112,854;6693;8627;15320;collision_validator_module;112,106;6635;14157;20792;realign_module;147,172;7181;13990;21171;wall_validator_module;59,313;6313;8303;14616;collision_validator_module;281,628;6255;24198;30453;realign_module;56,727;7482;6542;14024;json_converter;83,553;8762;9087;17849
output_classroom_medium_withValidator_o3_2025-05-19_23-50-40;66,03773;32,07547;95,74468;97,91125;99,47536;53;;1565,911;master_planner;5,282;1164;369;1533;game_objects_size_module;54,195;612;6436;7048;relation_module;134,606;1287;14851;16138;object_placement_module;173,010;18793;11226;30019;wall_validator_module;55,815;7418;6195;13613;collision_validator_module;118,410;7360;11871;19231;realign_module;122,088;7624;13960;21584;wall_validator_module;78,800;7676;7985;15661;collision_validator_module;235,128;7618;18962;26580;realign_module;63,390;7755;8136;15891;json_converter;96,438;9957;11620;21577
output_classroom_medium_withValidator_o3_2025-05-19_23-55-11;66,03773;32,07547;95,74468;97,91126;99,47536;53;;1836,500;master_planner;5,047;1164;354;1518;game_objects_size_module;97,311;679;11672;12351;relation_module;100,801;1517;11687;13204;object_placement_module;219,361;18771;13969;32740;wall_validator_module;68,946;8619;7627;16246;collision_validator_module;204,367;8561;21839;30400;realign_module;156,155;9510;16917;26427;wall_validator_module;85,176;7610;8831;16441;collision_validator_module;142,534;7552;15745;23297;realign_module;143,898;8298;18109;26407;json_converter;70,627;9739;7674;17413
output_classroom_medium_withValidator_o3_2025-05-19_23-59-10;50;5,357143;52;90,51238;98,69314;56;;2075,871;master_planner;5,352;1164;374;1538;game_objects_size_module;104,820;677;12680;13357;relation_module;82,789;1517;11179;12696;object_placement_module;172,285;19849;11106;30955;wall_validator_module;132,258;8820;10232;19052;collision_validator_module;248,829;8762;25672;34434;realign_module;155,859;10476;14653;25129;wall_validator_module;67,012;7798;6964;14762;collision_validator_module;279,977;7740;29442;37182;realign_module;166,762;9919;18815;28734;json_converter;124,953;10081;12315;22396
output_classroom_medium_withValidator_o3_2025-05-20_13-42-12;63,04348;91,30434;95;99,74908;97,44505;46;;1002,740;master_planner;7,489;1164;370;1534;game_objects_size_module;46,272;894;7195;8089;relation_module;71,720;1746;9719;11465;object_placement_module;196,943;18798;10893;29691;wall_validator_module;63,860;7842;7723;15565;collision_validator_module;68,426;7784;7432;15216;realign_module;123,981;8199;16214;24413;wall_validator_module;16,421;7098;1455;8553;collision_validator_module;100,559;7040;11773;18813;realign_module;96,626;7337;13746;21083;json_converter;96,364;9168;8701;17869
output_classroom_medium_withValidator_o3_2025-05-20_13-44-21;56,86274;27,45098;84,44444;94,10571;99,38988;51;;1131,968;master_planner;6,850;1164;331;1495;game_objects_size_module;74,023;584;11444;12028;relation_module;87,963;1987;9694;11681;object_placement_module;289,169;18694;14719;33413;wall_validator_module;77,772;8377;9101;17478;collision_validator_module;107,678;8319;11354;19673;realign_module;67,538;8719;9236;17955;wall_validator_module;22,237;7394;2613;10007;collision_validator_module;128,096;7336;15284;22620;realign_module;71,350;8035;9238;17273;json_converter;100,041;9677;10053;19730
output_classroom_medium_withValidator_o3_2025-05-20_13-44-27;61,81818;14,54545;83,67347;96,82509;93,02634;55;;1137,885;master_planner;7,484;1164;372;1536;game_objects_size_module;72,017;767;8980;9747;relation_module;60,041;1697;7492;9189;object_placement_module;292,601;19275;15777;35052;wall_validator_module;39,034;9487;4656;14143;collision_validator_module;164,983;9429;18697;28126;realign_module;38,719;9678;4627;14305;wall_validator_module;31,317;4106;3635;7741;collision_validator_module;111,806;4048;12701;16749;realign_module;117,785;4060;15922;19982;json_converter;106,741;7441;10913;18354
output_classroom_medium_withValidator_o3_2025-05-20_14-01-01;56,86274;84,31373;86,36364;98,9431;99,42883;51;;2132,282;master_planner;8,655;1164;378;1542;game_objects_size_module;34,219;453;4046;4499;relation_module;82,996;1950;10775;12725;object_placement_module;612,715;19573;15705;35278;wall_validator_module;78,401;8583;8366;16949;collision_validator_module;104,184;8525;12230;20755;realign_module;126,636;9279;14935;24214;wall_validator_module;64,832;7444;8054;15498;collision_validator_module;149,799;7386;18005;25391;realign_module;155,940;8176;16663;24839;json_converter;96,023;9725;11865;21590
output_classroom_medium_withValidator_o3_2025-05-20_14-24-27;45,45454;15,90909;51,28205;78,41438;87,76855;44;;954,963;master_planner;7,005;1164;432;1596;game_objects_size_module;45,992;513;5766;6279;relation_module;84,328;1636;10276;11912;object_placement_module;189,818;18888;13804;32692;wall_validator_module;42,293;10840;4464;15304;collision_validator_module;183,055;10782;20229;31011;realign_module;55,498;11621;6741;18362;wall_validator_module;27,125;2759;2796;5555;collision_validator_module;70,324;2701;8390;11091;realign_module;22,935;3020;2294;5314;json_converter;109,119;3858;11965;15823
output_classroom_medium_withValidator_o3_2025-05-20_14-27-30;58,13953;65,11628;67,56757;97,93299;97,35217;43;;1138,895;master_planner;5,555;1164;340;1504;game_objects_size_module;62,403;545;7388;7933;relation_module;89,809;1398;11235;12633;object_placement_module;197,938;19202;10722;29924;wall_validator_module;129,032;7312;12576;19888;collision_validator_module;89,549;7254;10304;17558;realign_module;70,273;8618;7172;15790;wall_validator_module;32,766;6427;3952;10379;collision_validator_module;204,133;6369;24009;30378;realign_module;68,859;6900;7184;14084;json_converter;79,608;8720;9834;18554
output_classroom_medium_withValidator_o3_2025-05-20_14-28-34;50;92,30769;100;99,7928;99,97346;52;;1201,813;master_planner;5,717;1164;341;1505;game_objects_size_module;45,603;1092;4777;5869;relation_module;91,196;1967;12784;14751;object_placement_module;163,736;18362;12968;31330;wall_validator_module;23,378;10900;2731;13631;collision_validator_module;152,679;10842;18980;29822;realign_module;256,573;11618;22057;33675;wall_validator_module;48,487;9473;5365;14838;collision_validator_module;152,803;9415;19689;29104;realign_module;60,164;10959;7534;18493;json_converter;65,807;9839;7961;17800
output_classroom_medium_withValidator_o3_2025-05-20_14-32-04;65,45454;70,90909;84;98,02054;98,31181;55;;1412,262;master_planner;5,344;1164;321;1485;game_objects_size_module;110,436;511;9472;9983;relation_module;140,976;1587;16391;17978;object_placement_module;240,467;18855;15505;34360;wall_validator_module;41,246;8185;3633;11818;collision_validator_module;91,414;8127;10510;18637;realign_module;127,235;8991;16382;25373;wall_validator_module;32,107;7746;4526;12272;collision_validator_module;211,657;7688;19478;27166;realign_module;220,086;8231;23283;31514;json_converter;76,687;10144;9421;19565
output_classroom_medium_withValidator_o3_2025-05-20_14-34-19;57,89474;42,10526;52,94118;90,74081;96,81772;57;;1547,581;master_planner;5,266;1164;323;1487;game_objects_size_module;101,071;627;11274;11901;relation_module;79,954;2157;10487;12644;object_placement_module;429,123;10681;12246;22927;wall_validator_module;27,699;9484;3387;12871;collision_validator_module;97,847;9426;11056;20482;realign_module;163,117;12217;18749;30966;wall_validator_module;113,443;8259;10299;18558;collision_validator_module;169,514;8201;21539;29740;realign_module;86,410;9279;10109;19388;json_converter;92,803;10540;10864;21404
output_classroom_medium_withValidator_o3_2025-05-20_14-58-58;50,90909;10,90909;22,44898;78,5696;94,85134;55;;837,772;master_planner;9,266;1164;369;1533;game_objects_size_module;62,888;963;7600;8563;relation_module;70,044;1376;7879;9255;wall_validator_module;16,789;1029;1632;2661;collision_validator_module;8,370;971;755;1726;realign_module;35,702;1127;2935;4062;wall_validator_module;16,364;1962;1460;3422;collision_validator_module;61,306;1904;7728;9632;realign_module;101,777;3158;9966;13124;json_converter;207,350;7051;15285;22336
output_classroom_medium_withValidator_o3_2025-05-20_15-01-50;70,21277;21,2766;95,2381;96,54816;99,60816;47;;1009,873;master_planner;8,440;1164;348;1512;game_objects_size_module;77,761;605;10270;10875;relation_module;71,319;1699;8021;9720;object_placement_module;118,856;18278;8473;26751;wall_validator_module;135,147;7564;13429;20993;collision_validator_module;122,386;7506;13837;21343;realign_module;71,066;8325;8130;16455;wall_validator_module;61,686;6753;6386;13139;collision_validator_module;109,651;6695;11928;18623;realign_module;66,558;6834;7806;14640;json_converter;73,939;9030;8874;17904
output_classroom_medium_withValidator_o3_2025-05-20_15-02-44;78,57143;100;100;100;100;28;;1063,898;master_planner;9,432;1164;360;1524;game_objects_size_module;33,175;869;4671;5540;relation_module;90,210;1556;10377;11933;object_placement_module;202,416;19092;12172;31264;wall_validator_module;62,124;7732;7199;14931;collision_validator_module;70,675;7674;8063;15737;realign_module;77,081;8859;7247;16106;wall_validator_module;38,390;6778;3568;10346;collision_validator_module;125,117;6720;14663;21383;realign_module;103,691;6833;11749;18582;json_converter;59,543;6713;7272;13985
output_classroom_medium_withValidator_o3_2025-05-20_15-05-34;55,76923;38,46154;89,13043;98,28089;99,53831;52;;1233,626;master_planner;8,679;1164;347;1511;game_objects_size_module;71,034;970;8376;9346;relation_module;79,300;1849;9529;11378;object_placement_module;191,074;18967;11190;30157;wall_validator_module;32,438;6648;2869;9517;collision_validator_module;133,801;6590;14087;20677;realign_module;62,456;7344;7552;14896;wall_validator_module;85,462;7006;6858;13864;collision_validator_module;128,409;6948;14378;21326;realign_module;68,612;8680;8064;16744;json_converter;95,628;9287;10423;19710
output_classroom_medium_withValidator_o3_2025-05-20_15-07-25;50,87719;52,63158;64,70588;96,83698;98,33541;57;;1344,423;master_planner;9,772;1164;382;1546;game_objects_size_module;90,625;686;8323;9009;relation_module;98,458;1528;11410;12938;object_placement_module;244,448;20541;14052;34593;wall_validator_module;62,498;8134;7112;15246;collision_validator_module;170,132;8076;20145;28221;realign_module;83,382;9201;8601;17802;wall_validator_module;22,759;8153;1844;9997;collision_validator_module;187,445;8095;19551;27646;realign_module;104,220;8716;10136;18852;json_converter;75,454;10434;8352;18786
output_classroom_medium_withValidator_o3_2025-05-20_15-08-01;54,54546;81,81818;94,8718;99,16608;99,84414;44;;1380,426;master_planner;8,697;1164;370;1534;game_objects_size_module;80,049;551;8604;9155;relation_module;71,323;1838;7802;9640;object_placement_module;201,186;19486;12269;31755;wall_validator_module;61,842;7461;6783;14244;collision_validator_module;118,746;7403;12211;19614;realign_module;179,273;8055;19169;27224;wall_validator_module;80,501;6549;8585;15134;collision_validator_module;227,814;6491;23066;29557;realign_module;111,116;9370;13506;22876;json_converter;88,716;8864;10087;18951
output_classroom_medium_withValidator_o3_2025-05-20_15-08-55;51,72414;87,93104;100;98,27105;99,02501;58;;1434,519;master_planner;9,969;1164;342;1506;game_objects_size_module;88,699;827;9752;10579;relation_module;123,729;1674;13485;15159;object_placement_module;228,414;18236;14511;32747;wall_validator_module;57,709;9456;6341;15797;collision_validator_module;76,780;9398;6613;16011;realign_module;147,694;10048;17775;27823;wall_validator_module;105,744;8264;12457;20721;collision_validator_module;121,588;8206;13480;21686;realign_module;65,712;8651;8079;16730;json_converter;85,061;10449;9870;20319
output_classroom_medium_withValidator_o4-mini_2025-05-18_23-56-43;59,09091;68,18182;81,08108;98,66279;98,82767;44;;1171,985;master_planner;6,097;1164;333;1497;game_objects_size_module;51,393;1006;6834;7840;relation_module;123,450;1426;16515;17941;object_placement_module;154,121;19121;16858;35979;wall_validator_module;67,577;7048;7780;14828;collision_validator_module;142,131;6990;13502;20492;realign_module;97,865;8079;10733;18812;wall_validator_module;21,023;6333;2170;8503;collision_validator_module;186,082;6275;19663;25938;realign_module;134,139;7692;14576;22268;json_converter;68,621;8617;7830;16447
output_classroom_medium_withValidator_o4-mini_2025-05-18_23-56-44;65;77,5;100;98,18669;99,10064;40;;1165,756;master_planner;5,652;1164;319;1483;game_objects_size_module;64,487;815;7389;8204;relation_module;56,451;1422;6691;8113;object_placement_module;318,329;18578;19831;38409;wall_validator_module;31,416;3830;3488;7318;collision_validator_module;111,435;3772;10992;14764;realign_module;74,584;4292;9657;13949;wall_validator_module;49,338;3770;4981;8751;collision_validator_module;180,691;3712;15795;19507;realign_module;67,255;4299;9317;13616;json_converter;81,724;6480;9028;15508
output_classroom_medium_withValidator_o4-mini_2025-05-18_23-56-50;64,44444;60;87,17949;98,79685;99,63529;45;;1171,877;master_planner;6,701;1164;361;1525;game_objects_size_module;60,351;727;5830;6557;relation_module;86,215;1685;11460;13145;object_placement_module;166,132;18992;16703;35695;wall_validator_module;52,490;7119;6576;13695;collision_validator_module;164,381;7061;18224;25285;realign_module;97,580;7563;12415;19978;wall_validator_module;15,781;6378;1656;8034;collision_validator_module;142,869;6320;16540;22860;realign_module;55,742;6831;6798;13629;json_converter;88,317;8675;8472;17147
output_classroom_medium_withValidator_o4-mini_2025-05-18_23-57-54;60,86956;15,21739;75;94,21597;99,03681;46;;1235,331;master_planner;6,268;1164;366;1530;game_objects_size_module;74,422;499;7121;7620;relation_module;81,738;1389;11735;13124;object_placement_module;162,246;18108;17133;35241;wall_validator_module;62,665;7328;7375;14703;collision_validator_module;93,577;7270;11389;18659;realign_module;132,559;7909;14961;22870;wall_validator_module;31,304;6562;3764;10326;collision_validator_module;107,322;6504;13186;19690;realign_module;66,613;7757;8045;15802;json_converter;76,953;8839;8807;17646
output_classroom_medium_withValidator_o4-mini_2025-05-18_23-58-50;60,86956;15,21739;75;94,21598;99,03681;46;;1291,865;master_planner;6,491;1164;353;1517;game_objects_size_module;61,171;670;7009;7679;relation_module;76,507;1830;10693;12523;object_placement_module;249,126;19802;14070;33872;wall_validator_module;67,842;7960;6193;14153;collision_validator_module;189,013;7902;19526;27428;realign_module;122,155;8575;14518;23093;wall_validator_module;58,047;7130;6836;13966;collision_validator_module;133,154;7072;15716;22788;realign_module;135,766;8595;14003;22598;json_converter;82,939;9408;9508;18916
output_classroom_medium_withValidator_o4-mini_2025-05-18_23-59-01;60,86956;15,21739;75;94,21598;99,03681;46;;1302,214;master_planner;5,865;1164;334;1498;game_objects_size_module;82,973;712;9935;10647;relation_module;67,985;1698;9607;11305;object_placement_module;167,177;18544;16468;35012;wall_validator_module;61,082;8773;6076;14849;collision_validator_module;165,119;8715;15803;24518;realign_module;137,577;10543;16674;27217;wall_validator_module;31,510;7795;2997;10792;collision_validator_module;135,103;7737;14475;22212;realign_module;229,232;8630;24862;33492;json_converter;106,214;10072;11794;21866
output_classroom_medium_withValidator_o4-mini_2025-05-18_23-59-19;49,18033;54,09836;61,81818;96,6782;73,01242;61;;1320,356;master_planner;6,618;1164;357;1521;game_objects_size_module;223,272;774;23991;24765;relation_module;93,171;1689;10258;11947;object_placement_module;164,643;18876;16253;35129;wall_validator_module;29,265;9713;2736;12449;collision_validator_module;121,759;9655;13968;23623;realign_module;91,396;10271;11060;21331;wall_validator_module;52,978;8668;6124;14792;collision_validator_module;122,418;8610;13453;22063;realign_module;99,935;9547;10695;20242;json_converter;124,673;11031;11065;22096
output_classroom_medium_withValidator_o4-mini_2025-05-18_23-59-33;49,18033;54,09836;61,81818;96,6782;73,01242;61;;1334,881;master_planner;5,961;1164;328;1492;game_objects_size_module;88,059;808;9908;10716;relation_module;70,639;1851;8106;9957;object_placement_module;195,740;19087;20726;39813;wall_validator_module;69,213;8079;7003;15082;collision_validator_module;116,944;8021;11829;19850;realign_module;134,152;8808;15290;24098;wall_validator_module;32,516;7429;2799;10228;collision_validator_module;95,702;7371;11298;18669;realign_module;126,900;7380;16829;24209;json_converter;67,552;9713;6523;16236
output_classroom_medium_withValidator_o4-mini_2025-05-18_23-59-43;65,51724;58,62069;86,53846;96,85553;98,30705;58;;1343,794;master_planner;7,469;1164;377;1541;game_objects_size_module;98,698;824;12340;13164;relation_module;78,145;2069;8795;10864;object_placement_module;175,213;19055;18021;37076;wall_validator_module;37,040;8914;3696;12610;collision_validator_module;140,102;8856;12406;21262;realign_module;176,070;9342;19572;28914;wall_validator_module;46,972;7984;4848;12832;collision_validator_module;135,088;7926;15122;23048;realign_module;72,760;7778;7841;15619;json_converter;106,098;10246;10990;21236
output_classroom_medium_withValidator_o4-mini_2025-05-18_23-59-50;52;44;46,66667;94,59719;94,21056;50;;1351,475;master_planner;6,359;1164;373;1537;game_objects_size_module;37,531;327;4595;4922;relation_module;98,987;1366;13237;14603;object_placement_module;130,522;18756;13417;32173;wall_validator_module;72,868;7827;6723;14550;collision_validator_module;155,755;7769;17205;24974;realign_module;110,332;8810;13801;22611;wall_validator_module;35,754;7009;3309;10318;collision_validator_module;120,490;6951;14440;21391;realign_module;128,330;8856;16901;25757;json_converter;82,487;9318;9837;19155
output_classroom_medium_withValidator_o4-mini_2025-05-19_00-01-07;56,86274;23,52941;86,66666;96,72755;98,93291;51;;1427,845;master_planner;6,949;1164;375;1539;game_objects_size_module;125,776;679;12703;13382;relation_module;126,449;1718;13089;14807;object_placement_module;185,372;18865;18404;37269;wall_validator_module;56,588;7964;5811;13775;collision_validator_module;179,031;7906;15846;23752;realign_module;134,514;8405;16612;25017;wall_validator_module;54,567;7133;5361;12494;collision_validator_module;108,053;7075;11694;18769;realign_module;136,028;7404;17287;24691;json_converter;118,531;9514;10448;19962
