FileName;IBS;CFS;CFS without Floor and Walls;VCIS;NCIS;TotalElementsCount;Error;PipelineDurationSeconds;Module1_Name;Module1_Duration_s;Module1_PromptTokens;Module1_CompletionTokens;Module1_TotalTokens;Module2_Name;Module2_Duration_s;Module2_PromptTokens;Module2_CompletionTokens;Module2_TotalTokens;Module3_Name;Module3_Duration_s;Module3_PromptTokens;Module3_CompletionTokens;Module3_TotalTokens;Module4_Name;Module4_Duration_s;Module4_PromptTokens;Module4_CompletionTokens;Module4_TotalTokens;Module5_Name;Module5_Duration_s;Module5_PromptTokens;Module5_CompletionTokens;Module5_TotalTokens
output_classroom_easy_withoutValidator_o3_2025-05-20_15-31-20;65.51724;63.7931;86.53846;95.85937;98.60897;58;;714.720;master_planner;10.968;1157;388;1545;game_objects_size_module;111.635;879;12297;13176;relation_module;109.676;2152;13142;15294;object_placement_module;224.365;19744;13071;32815;json_converter;68.510;11827;7599;19426
output_classroom_easy_withoutValidator_o3_2025-05-20_15-49-56;61.62791;73.25581;82.5;96.15478;98.78192;86;;733.491;master_planner;5.820;1157;350;1507;game_objects_size_module;107.591;654;11826;12480;relation_module;88.558;1668;11872;13540;object_placement_module;217.288;18659;15030;33689;json_converter;156.955;14177;14584;28761
output_classroom_easy_withoutValidator_o3_2025-05-21_22-05-41;61.01695;11.86441;88.67924;95.31368;99.3859;59;;561.137;master_planner;6.909;1157;349;1506;game_objects_size_module;49.132;783;6159;6942;relation_module;60.882;2026;8110;10136;object_placement_module;244.590;19042;13304;32346;json_converter;91.249;11820;10670;22490
output_classroom_easy_withoutValidator_o3_2025-05-21_22-06-22;58.06452;16.12903;50.87719;94.44226;95.65823;62;;601.342;master_planner;6.819;1157;346;1503;game_objects_size_module;90.153;924;11786;12710;relation_module;87.999;1627;11536;13163;object_placement_module;211.863;18793;13920;32713;json_converter;80.948;11109;8612;19721
output_classroom_easy_withoutValidator_o3_2025-05-21_22-07-18;63.63636;0;65.30612;93.4774;98.86968;55;;657.830;master_planner;6.548;1157;354;1511;game_objects_size_module;48.418;1165;6907;8072;relation_module;103.413;1788;13500;15288;object_placement_module;243.611;19331;12797;32128;json_converter;103.771;11408;10826;22234
output_classroom_easy_withoutValidator_o3_2025-05-21_22-08-55;63.63636;0;65.30612;93.4774;98.86968;55;;754.682;master_planner;6.066;1157;316;1473;game_objects_size_module;47.175;1119;6440;7559;relation_module;142.897;1297;14742;16039;object_placement_module;288.702;19004;16113;35117;json_converter;80.919;11593;8753;20346
output_classroom_easy_withoutValidator_o3_2025-05-21_22-10-54;72.72727;14.28571;90.14085;95.34653;99.07983;77;;873.909;master_planner;7.133;1157;379;1536;game_objects_size_module;72.508;1039;9486;10525;relation_module;141.906;1948;18154;20102;object_placement_module;289.566;20079;15028;35107;json_converter;150.823;12696;13680;26376
output_classroom_easy_withoutValidator_o3_2025-05-21_22-40-47;70.90909;63.63636;81.63265;98.09088;98.98609;55;;574.958;master_planner;12.371;1157;354;1511;game_objects_size_module;66.948;658;8684;9342;relation_module;99.722;1291;11105;12396;object_placement_module;135.599;19176;12602;31778;json_converter;143.466;11533;10454;21987
output_classroom_easy_withoutValidator_o3_2025-05-21_22-40-56;61.81818;80;91.83673;97.73149;99.55305;55;;583.252;master_planner;6.566;1157;304;1461;game_objects_size_module;66.078;705;6262;6967;relation_module;85.063;1688;9667;11355;object_placement_module;161.891;19648;13792;33440;json_converter;113.645;11046;10534;21580
output_classroom_easy_withoutValidator_o3_2025-05-21_22-41-19;16.12903;11.29032;73.21429;89.35172;98.47648;62;;606.051;master_planner;7.404;1157;301;1458;game_objects_size_module;71.419;832;10114;10946;relation_module;80.911;1927;10680;12607;object_placement_module;158.327;18527;14218;32745;json_converter;95.662;11075;8510;19585
output_classroom_easy_withoutValidator_o3_2025-05-21_22-42-57;50.68493;8.219178;47.76119;92.87717;97.55685;73;;704.069;master_planner;7.179;1157;345;1502;game_objects_size_module;51.129;1318;5547;6865;relation_module;154.303;1992;15646;17638;object_placement_module;196.396;19143;17193;36336;json_converter;103.738;13698;9407;23105
output_classroom_easy_withoutValidator_o3_2025-05-21_22-56-35;60;10;81.48148;92.45869;98.6563;60;;512.317;master_planner;5.414;1157;343;1500;game_objects_size_module;78.281;647;8803;9450;relation_module;76.261;2781;9353;12134;object_placement_module;144.231;20779;12096;32875;json_converter;66.076;11551;8050;19601
output_classroom_easy_withoutValidator_o3_2025-05-21_22-56-47;60;10;81.48148;92.4587;98.6563;60;;524.287;master_planner;5.539;1157;341;1498;game_objects_size_module;43.651;773;5093;5866;relation_module;75.120;1910;8310;10220;object_placement_module;209.195;19569;17627;37196;json_converter;42.048;14756;3465;18221
output_classroom_easy_withoutValidator_o3_2025-05-21_22-57-26;12.30769;6.153846;10;80.13635;91.26579;65;;562.309;master_planner;4.939;1157;316;1473;game_objects_size_module;63.428;595;5964;6559;relation_module;59.837;1841;5831;7672;json_converter;158.568;3258;14306;17564
